@relation R_data_frame-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute Class {1,2}

@data
0.146667,0.233766,0.253521,0.287671,0.402778,0.472973,0.486486,0.52,0.384615,0.380952,0.390805,0.356322,0.333333,0.302083,0.311111,0.292135,0.2,0.189873,0.266667,0.28169,0.149425,0.129032,0.142857,0.168675,0.352273,0.333333,0.315457,0.33119,0.33758,0.327974,0.322684,0.314465,0.275862,0.240122,0.201201,0.185714,0.202128,0.206186,0.201995,0.20297,0.201995,0.207071,0.22963,0.25679,0.252632,0.236111,0.229651,0.249258,0.273529,0.28,0.205514,0.225225,0.654282,0.573051,0.521599,0.490871,0.620255,0.606557,0.400449,0.465703,0.5013,0.686123,0.618554,0.297693,0.432829,0.47545,0.6986,0.680618,0.685752,0.504529,0.490473,0.001453,1
0.226667,0.246753,0.239437,0.273973,0.291667,0.297297,0.283784,0.306667,0.263736,0.261905,0.333333,0.45977,0.477778,0.458333,0.433333,0.505618,0.447059,0.43038,0.466667,0.43662,0.367816,0.344086,0.246753,0.277108,0.420455,0.416667,0.309148,0.321543,0.33758,0.344051,0.338658,0.336478,0.319749,0.31003,0.297297,0.288571,0.305851,0.324742,0.32419,0.326733,0.316708,0.328283,0.338272,0.353086,0.352632,0.355556,0.369186,0.379822,0.402941,0.4,0.325815,0.315315,0.31962,0.616162,0.555782,0.350224,0.769759,0.218391,0.929293,0.694457,0.371191,0.625758,0.242424,0.262626,0.609113,0.429711,0.463918,0.745823,0.679422,0.893333,0.490473,0.017433,1
0.293333,0.285714,0.253521,0.246575,0.291667,0.337838,0.337838,0.266667,0.362637,0.416667,0.436782,0.54023,0.522222,0.520833,0.444444,0.426966,0.305882,0.341772,0.333333,0.380282,0.367816,0.397849,0.415584,0.277108,0.477273,0.45,0.432177,0.459807,0.490446,0.517685,0.536741,0.550314,0.545455,0.522796,0.510511,0.471429,0.449468,0.443299,0.438903,0.408416,0.394015,0.371212,0.390123,0.414815,0.426316,0.438889,0.468023,0.489614,0.508824,0.523077,0.406015,0.45045,0.446203,0.747475,0.511215,0.587183,0.783505,0.279693,0.878788,0.513152,0.430719,0.693939,0.316017,0.545455,0.491446,0.438752,0.56701,0.833924,0.792058,0.786667,0.345455,0.060048,1
0.426667,0.493506,0.56338,0.506849,0.513889,0.621622,0.554054,0.533333,0.461538,0.595238,0.62069,0.632184,0.611111,0.635417,0.688889,0.685393,0.623529,0.734177,0.853333,0.901408,0.712644,0.698925,0.74026,0.759036,0.647727,0.8,0.55836,0.59164,0.611465,0.62701,0.635783,0.638365,0.623824,0.598784,0.582583,0.557143,0.534574,0.481959,0.451372,0.457921,0.453865,0.441919,0.449383,0.474074,0.489474,0.502778,0.517442,0.545994,0.573529,0.587692,0.451128,0.528529,0.503165,0.464646,0.371104,0.675857,0.728522,0.396552,0.878788,0.457961,0.55831,0.693939,0.437229,0.282828,0.615573,0.411275,0.597938,0.778228,0.672924,0.693333,0.363636,0.0,1
0.84,0.883117,0.985915,0.849315,0.875,0.851351,0.864865,0.786667,0.659341,0.238095,0.448276,0.241379,0.188889,0.1875,0.077778,0.146067,0.376471,0.164557,0.053333,0.070423,0.091954,0.096774,0.181818,0.156627,0.704545,0.5,0.621451,0.639871,0.656051,0.675241,0.686901,0.676101,0.639498,0.617021,0.588589,0.542857,0.5,0.451031,0.42394,0.433168,0.46384,0.502525,0.54321,0.550617,0.55,0.486111,0.479651,0.486647,0.508824,0.504615,0.52381,0.537538,0.594937,0.393939,0.32741,0.908097,0.522337,0.509579,0.656566,0.519258,0.874848,0.55303,0.463203,0.353535,0.490922,0.687112,0.56701,0.766582,0.703249,0.466667,0.181818,0.185956,1
0.16,0.155844,0.140845,0.109589,0.111111,0.135135,0.081081,0.146667,0.318681,0.392857,0.471264,0.367816,0.288889,0.354167,0.355556,0.382022,0.270588,0.012658,0.12,0.267606,0.091954,0.053763,0.103896,0.084337,0.375,0.233333,0.526814,0.540193,0.538217,0.55627,0.530351,0.506289,0.479624,0.477204,0.528529,0.54,0.534574,0.53866,0.543641,0.537129,0.543641,0.565657,0.582716,0.607407,0.589474,0.533333,0.523256,0.519288,0.514706,0.501538,0.56391,0.528529,0.572785,0.40404,0.676085,0.472678,0.309278,0.478927,0.585859,0.765853,0.750508,0.359091,0.4329,0.474747,0.692388,0.873072,0.402062,0.721013,0.703249,0.253333,0.2,0.0,1
0.28,0.363636,0.183099,0.136986,0.166667,0.27027,0.324324,0.346667,0.263736,0.345238,0.356322,0.114943,0.255556,0.239583,0.333333,0.539326,0.517647,0.481013,0.386667,0.394366,0.344828,0.268817,0.38961,0.26506,0.454545,0.366667,0.526814,0.55627,0.573248,0.59164,0.600639,0.591195,0.564263,0.534954,0.51952,0.537143,0.56117,0.56701,0.568579,0.574257,0.57606,0.540404,0.518519,0.523457,0.528947,0.541667,0.563953,0.590504,0.602941,0.612308,0.573935,0.552553,0.642405,0.292929,0.596563,0.55688,0.427835,0.498084,0.262626,0.645608,0.59935,0.468182,0.489177,0.161616,0.664455,0.723276,0.463918,0.644051,0.67148,0.333333,0.6,0.0,1
0.226667,0.181818,0.352113,0.273973,0.208333,0.27027,0.351351,0.453333,0.428571,0.357143,0.528736,0.712644,0.511111,0.666667,0.766667,0.831461,0.858824,0.974684,0.946667,0.816901,0.735632,0.677419,0.831169,0.759036,0.806818,0.733333,0.646688,0.66881,0.681529,0.697749,0.702875,0.704403,0.68652,0.62614,0.576577,0.58,0.601064,0.564433,0.496259,0.507426,0.491272,0.494949,0.474074,0.441975,0.397368,0.380556,0.363372,0.347181,0.341176,0.310769,0.498747,0.51952,0.651899,0.787879,0.473347,0.550174,0.383162,0.48659,0.20202,0.509394,0.566843,0.44697,0.402597,0.297693,0.595496,0.58713,0.453608,0.780759,0.931408,0.293333,0.436364,0.006295,1
0.653333,0.545455,0.478873,0.369863,0.444444,0.378378,0.378378,0.493333,0.571429,0.595238,0.574713,0.62069,0.611111,0.572917,0.6,0.595506,0.623529,0.607595,0.453333,0.267606,0.195402,0.150538,0.207792,0.156627,0.534091,0.566667,0.312303,0.311897,0.305732,0.29582,0.300319,0.298742,0.275862,0.282675,0.279279,0.285714,0.303191,0.309278,0.316708,0.319307,0.319202,0.328283,0.345679,0.362963,0.35,0.333333,0.328488,0.332344,0.338235,0.332308,0.325815,0.294294,0.654282,0.573051,0.521599,0.490871,0.620255,0.606557,0.400449,0.465703,0.5013,0.686123,0.618554,0.297693,0.432829,0.47545,0.6986,0.680618,0.685752,0.504529,0.490473,0.0,1
0.186667,0.168831,0.197183,0.287671,0.263889,0.189189,0.175676,0.306667,0.285714,0.154762,0.252874,0.287356,0.355556,0.291667,0.366667,0.337079,0.329412,0.303797,0.28,0.140845,0.045977,0.0,0.051948,0.072289,0.295455,0.25,0.324921,0.327974,0.33121,0.337621,0.332268,0.311321,0.278997,0.300912,0.324324,0.342857,0.367021,0.373711,0.381546,0.391089,0.396509,0.416667,0.444444,0.466667,0.457895,0.405556,0.351744,0.326409,0.326471,0.32,0.423559,0.345345,0.39557,0.333333,0.687445,0.138351,0.371134,0.396552,0.191919,0.664162,0.249695,0.340909,0.484848,0.171717,0.735684,0.30952,0.402062,0.487089,0.485199,0.48,0.490473,0.0,1
0.106667,0.142857,0.056338,0.041096,0.013889,0.054054,0.040541,0.04,0.087912,0.142857,0.091954,0.264368,0.288889,0.322917,0.244444,0.247191,0.235294,0.227848,0.066667,0.042254,0.183908,0.193548,0.207792,0.120482,0.261364,0.15,0.328076,0.337621,0.321656,0.305466,0.290735,0.279874,0.253918,0.306991,0.408408,0.48,0.5,0.481959,0.468828,0.470297,0.481297,0.497475,0.518519,0.54321,0.523684,0.447222,0.421512,0.41543,0.420588,0.403077,0.498747,0.405405,0.367089,0.080808,0.542674,0.231247,0.450172,0.33908,0.070707,0.488492,0.325477,0.387879,0.294372,0.090909,0.478527,0.347456,0.360825,0.179241,0.311913,0.493333,0.509091,0.0,1
0.173333,0.155844,0.098592,0.054795,0.055556,0.040541,0.027027,0.106667,0.285714,0.440476,0.471264,0.436782,0.455556,0.416667,0.466667,0.460674,0.482353,0.531646,0.546667,0.535211,0.402299,0.268817,0.350649,0.301205,0.409091,0.383333,0.429022,0.440514,0.436306,0.418006,0.421725,0.41195,0.37931,0.425532,0.543544,0.591429,0.606383,0.592784,0.586035,0.574257,0.57606,0.585859,0.582716,0.575309,0.534211,0.502778,0.491279,0.501484,0.523529,0.535385,0.581454,0.507508,0.449367,0.363636,0.467812,0.411326,0.553265,0.310345,0.242424,0.423438,0.290329,0.490909,0.307359,0.222222,0.417423,0.201205,0.42268,0.603544,0.667148,0.533333,0.545455,0.0,1
0.346667,0.311688,0.323944,0.082192,0.111111,0.162162,0.175676,0.226667,0.296703,0.511905,0.45977,0.45977,0.444444,0.458333,0.466667,0.561798,0.588235,0.620253,0.613333,0.591549,0.356322,0.247312,0.363636,0.349398,0.5,0.466667,0.55205,0.559486,0.566879,0.565916,0.543131,0.537736,0.523511,0.56231,0.630631,0.642857,0.635638,0.621134,0.600998,0.586634,0.583541,0.578283,0.575309,0.575309,0.555263,0.544444,0.546512,0.548961,0.573529,0.584615,0.581454,0.570571,0.654282,0.573051,0.521599,0.490871,0.620255,0.606557,0.400449,0.465703,0.5013,0.686123,0.618554,0.297693,0.432829,0.47545,0.6986,0.680618,0.685752,0.504529,0.490473,0.0,1
0.426667,0.324675,0.253521,0.123288,0.222222,0.189189,0.22973,0.333333,0.362637,0.535714,0.666667,0.62069,0.6,0.614583,0.6,0.617978,0.576471,0.594937,0.653333,0.521127,0.390805,0.387097,0.493506,0.542169,0.579545,0.566667,0.611987,0.62701,0.621019,0.633441,0.642173,0.644654,0.645768,0.647416,0.654655,0.631429,0.635638,0.623711,0.600998,0.581683,0.571072,0.563131,0.560494,0.57284,0.568421,0.569444,0.569767,0.587537,0.617647,0.655385,0.568922,0.603604,0.674051,0.181818,0.492572,0.677347,0.689003,0.570881,0.282828,0.450446,0.522755,0.754545,0.545455,0.080808,0.407472,0.282751,0.690722,0.600506,0.583394,0.613333,0.490473,0.0,1
0.64,0.532468,0.591549,0.493151,0.444444,0.567568,0.621622,0.533333,0.571429,0.738095,0.701149,0.747126,0.755556,0.75,0.766667,0.719101,0.670588,0.696203,0.853333,0.816901,0.689655,0.634409,0.714286,0.686747,0.727273,0.85,0.697161,0.713826,0.716561,0.720257,0.728435,0.735849,0.717868,0.68997,0.696697,0.7,0.667553,0.64433,0.610973,0.596535,0.581047,0.560606,0.558025,0.577778,0.589474,0.597222,0.616279,0.635015,0.647059,0.658462,0.58396,0.645646,0.64557,0.10101,0.459365,0.782414,0.764605,0.624521,0.161616,0.392673,0.678789,0.812121,0.670996,0.161616,0.43977,0.368197,0.804124,0.416203,0.379783,0.68,0.581818,0.0,1
0.76,0.714286,0.816901,0.890411,1.0,0.77027,0.783784,0.813333,0.549451,0.607143,0.666667,0.632184,0.566667,0.385417,0.522222,0.617978,0.564706,0.556962,0.586667,0.549296,0.436782,0.430108,0.454545,0.349398,0.727273,0.783333,0.694006,0.713826,0.732484,0.762058,0.779553,0.779874,0.755486,0.729483,0.720721,0.702857,0.672872,0.641753,0.610973,0.579208,0.591022,0.603535,0.609877,0.607407,0.610526,0.602778,0.627907,0.658754,0.685294,0.707692,0.598997,0.66967,0.664557,0.353535,0.404602,0.829359,0.656357,0.659004,0.040404,0.443166,0.795815,0.709091,0.718615,0.171717,0.389665,0.630385,0.783505,0.432405,0.560289,0.546667,0.309091,0.0,1
0.333333,0.25974,0.394366,0.383562,0.375,0.324324,0.337838,0.4,0.362637,0.428571,0.436782,0.45977,0.477778,0.4375,0.466667,0.52809,0.482353,0.506329,0.4,0.408451,0.390805,0.333333,0.376623,0.445783,0.443182,0.5,0.73817,0.752412,0.754777,0.765273,0.763578,0.764151,0.755486,0.732523,0.714715,0.691429,0.672872,0.659794,0.65586,0.641089,0.648379,0.641414,0.644444,0.622222,0.589474,0.588889,0.613372,0.646884,0.679412,0.713846,0.646617,0.681682,0.620253,0.878788,0.680746,0.76776,0.54811,0.616858,0.10101,0.53194,0.657659,0.595455,0.632035,0.060606,0.599511,0.605921,0.659794,0.581266,0.772563,0.44,0.345455,0.0,1
0.56,0.454545,0.535211,0.424658,0.5,0.486486,0.567568,0.52,0.461538,0.595238,0.643678,0.735632,0.755556,0.65625,0.744444,0.685393,0.6,0.556962,0.56,0.56338,0.482759,0.526882,0.636364,0.578313,0.681818,0.733333,0.757098,0.78135,0.789809,0.803859,0.811502,0.808176,0.789969,0.759878,0.741742,0.717143,0.726064,0.703608,0.683292,0.660891,0.65586,0.613636,0.604938,0.609877,0.602632,0.625,0.639535,0.652819,0.676471,0.698462,0.654135,0.702703,0.655063,0.606061,0.433731,0.725286,0.539519,0.777778,0.090909,0.446689,0.63592,0.657576,0.601732,0.080808,0.458101,0.52083,0.701031,0.539747,0.745126,0.426667,0.472727,0.0,1
0.706667,0.506494,0.549296,0.630137,0.638889,0.635135,0.675676,0.653333,0.637363,0.72619,0.908046,0.827586,0.755556,0.729167,0.744444,0.730337,0.717647,0.810127,0.906667,0.915493,0.724138,0.645161,0.818182,0.626506,0.806818,0.916667,0.731861,0.762058,0.77707,0.790997,0.798722,0.795597,0.768025,0.75076,0.753754,0.754286,0.742021,0.698454,0.638404,0.601485,0.583541,0.580808,0.585185,0.604938,0.621053,0.633333,0.645349,0.670623,0.711765,0.735385,0.629073,0.693694,0.674051,0.646465,0.438392,0.826379,0.5,0.812261,0.010101,0.391029,0.700325,0.621212,0.688312,0.0,0.396823,0.599185,0.690722,0.394937,0.697473,0.373333,0.418182,0.0,1
0.426667,0.181818,0.394366,0.575342,0.486111,0.540541,0.364865,0.266667,0.21978,0.345238,0.528736,0.482759,0.566667,0.479167,0.455556,0.41573,0.388235,0.291139,0.266667,0.140845,0.011494,0.010753,0.025974,0.036145,0.488636,0.383333,0.763407,0.768489,0.716561,0.62701,0.613419,0.619497,0.601881,0.56231,0.552553,0.551429,0.539894,0.541237,0.533666,0.537129,0.538653,0.54798,0.560494,0.577778,0.568421,0.516667,0.468023,0.4273,0.402941,0.387692,0.54386,0.555556,0.712025,0.767677,0.658025,0.959265,0.359107,0.609195,0.484848,0.569751,0.798253,0.475758,0.632035,0.111111,0.604749,0.780535,0.57732,0.83038,0.823105,0.24,0.309091,0.008717,1
0.013333,0.025974,0.028169,0.0,0.0,0.0,0.0,0.013333,0.065934,0.214286,0.264368,0.08046,0.111111,0.25,0.4,0.47191,0.470588,0.455696,0.4,0.28169,0.16092,0.086022,0.116883,0.060241,0.386364,0.166667,0.400631,0.398714,0.378981,0.379421,0.380192,0.380503,0.373041,0.49848,0.648649,0.685714,0.680851,0.664948,0.645885,0.633663,0.628429,0.626263,0.619753,0.612346,0.576316,0.533333,0.508721,0.486647,0.476471,0.443077,0.626566,0.528529,0.654282,0.573051,0.521599,0.490871,0.620255,0.606557,0.400449,0.465703,0.5013,0.686123,0.618554,0.297693,0.432829,0.47545,0.6986,0.680618,0.685752,0.504529,0.490473,0.0,1
0.053333,0.038961,0.042254,0.082192,0.069444,0.148649,0.162162,0.186667,0.175824,0.202381,0.229885,0.206897,0.2,0.041667,0.144444,0.11236,0.2,0.189873,0.226667,0.098592,0.091954,0.032258,0.051948,0.120482,0.136364,0.116667,0.438486,0.434084,0.420382,0.440514,0.530351,0.591195,0.611285,0.598784,0.573574,0.554286,0.545213,0.530928,0.518703,0.507426,0.498753,0.494949,0.501235,0.530864,0.544737,0.558333,0.581395,0.608309,0.617647,0.618462,0.496241,0.525526,0.642405,0.515152,0.55753,0.585693,0.520619,0.659004,0.060606,0.558008,0.58269,0.601515,0.640693,0.040404,0.640887,0.553625,0.639175,0.453671,0.580505,0.426667,0.490473,0.0,1
0.146667,0.038961,0.183099,0.342466,0.444444,0.486486,0.391892,0.506667,0.417582,0.571429,0.54023,0.528736,0.544444,0.479167,0.588889,0.573034,0.588235,0.607595,0.44,0.366197,0.195402,0.150538,0.181818,0.204819,0.522727,0.483333,0.646688,0.655949,0.678344,0.707395,0.722045,0.72327,0.702194,0.665653,0.681682,0.711429,0.68617,0.670103,0.65586,0.648515,0.653367,0.641414,0.641975,0.646914,0.634211,0.608333,0.584302,0.5727,0.55,0.538462,0.651629,0.648649,0.677215,0.717172,0.605593,0.640089,0.446735,0.743295,0.080808,0.686942,0.671069,0.565152,0.614719,0.010101,0.698324,0.655735,0.628866,0.579241,0.782671,0.333333,0.363636,0.0,1
0.186667,0.324675,0.380282,0.342466,0.277778,0.283784,0.27027,0.4,0.32967,0.392857,0.344828,0.310345,0.277778,0.291667,0.322222,0.325843,0.305882,0.35443,0.28,0.225352,0.011494,0.021505,0.051948,0.024096,0.295455,0.3,0.542587,0.546624,0.550955,0.530547,0.504792,0.477987,0.451411,0.449848,0.459459,0.46,0.476064,0.481959,0.493766,0.502475,0.513716,0.535354,0.553086,0.57037,0.557895,0.530556,0.476744,0.448071,0.470588,0.427692,0.533835,0.492492,0.632911,0.222222,0.642878,0.254595,0.45189,0.689655,0.090909,0.751996,0.457538,0.543939,0.5671,0.111111,0.679644,0.49867,0.608247,0.467848,0.567509,0.386667,0.563636,0.0,1
0.053333,0.064935,0.295775,0.30137,0.347222,0.324324,0.283784,0.386667,0.384615,0.392857,0.298851,0.229885,0.155556,0.239583,0.277778,0.325843,0.341176,0.367089,0.373333,0.338028,0.229885,0.139785,0.103896,0.048193,0.318182,0.3,0.44795,0.44373,0.484076,0.482315,0.479233,0.471698,0.448276,0.462006,0.486486,0.505714,0.521277,0.520619,0.516209,0.507426,0.511222,0.517677,0.525926,0.528395,0.494737,0.466667,0.456395,0.459941,0.464706,0.446154,0.513784,0.477477,0.585443,0.121212,0.542091,0.314208,0.45189,0.613027,0.131313,0.630813,0.265746,0.533333,0.584416,0.090909,0.625524,0.391597,0.56701,0.413165,0.425993,0.44,0.563636,0.0,2
0.053333,0.051948,0.056338,0.013699,0.111111,0.175676,0.189189,0.226667,0.285714,0.464286,0.528736,0.643678,0.677778,0.614583,0.588889,0.516854,0.470588,0.379747,0.373333,0.478873,0.356322,0.258065,0.38961,0.289157,0.602273,0.416667,0.444795,0.459807,0.468153,0.488746,0.520767,0.562893,0.561129,0.595745,0.636637,0.628571,0.598404,0.572165,0.546135,0.529703,0.493766,0.479798,0.481481,0.488889,0.502632,0.522222,0.552326,0.593472,0.623529,0.643077,0.516291,0.534535,0.699367,0.030303,0.438101,0.503974,0.460481,0.655172,0.060606,0.479098,0.505079,0.560606,0.632035,0.040404,0.62308,0.42847,0.597938,0.221772,0.281588,0.426667,0.472727,0.0,1
0.053333,0.103896,0.253521,0.260274,0.138889,0.121622,0.22973,0.306667,0.230769,0.392857,0.425287,0.356322,0.244444,0.145833,0.222222,0.067416,0.094118,0.202532,0.52,0.478873,0.344828,0.268817,0.272727,0.26506,0.352273,0.283333,0.681388,0.70418,0.72293,0.73955,0.747604,0.748428,0.739812,0.717325,0.708709,0.717143,0.712766,0.701031,0.688279,0.693069,0.705736,0.712121,0.723457,0.74321,0.694737,0.672222,0.656977,0.649852,0.661765,0.670769,0.706767,0.705706,0.661392,0.717172,0.614623,0.634625,0.376289,0.716475,0.141414,0.670268,0.587972,0.489394,0.588745,0.383838,0.830307,0.642971,0.608247,0.667848,0.780505,0.293333,0.309091,0.0,1
0.333333,0.181818,0.366197,0.39726,0.263889,0.189189,0.22973,0.24,0.032967,0.202381,0.402299,0.528736,0.544444,0.53125,0.711111,0.651685,0.705882,0.64557,0.613333,0.478873,0.333333,0.258065,0.272727,0.349398,0.647727,0.483333,0.687697,0.70418,0.726115,0.745981,0.769968,0.779874,0.755486,0.726444,0.72973,0.728571,0.731383,0.721649,0.705736,0.705446,0.690773,0.691919,0.691358,0.703704,0.697368,0.669444,0.645349,0.62908,0.617647,0.615385,0.694236,0.705706,0.841772,0.010101,0.563938,0.640835,0.364261,0.697318,0.010101,0.643025,0.596099,0.510606,0.5671,0.020202,0.738827,0.703776,0.57732,0.12557,0.33935,0.226667,0.4,0.0,1
0.306667,0.168831,0.042254,0.068493,0.055556,0.067568,0.067568,0.28,0.32967,0.440476,0.551724,0.54023,0.5,0.40625,0.422222,0.516854,0.505882,0.544304,0.293333,0.056338,0.045977,0.021505,0.012987,0.012048,0.454545,0.316667,0.615142,0.588424,0.490446,0.450161,0.472843,0.477987,0.45768,0.537994,0.576577,0.577143,0.571809,0.554124,0.541147,0.542079,0.551122,0.563131,0.580247,0.597531,0.589474,0.527778,0.485465,0.477745,0.473529,0.418462,0.561404,0.525526,0.617089,0.393939,0.769589,0.227769,0.395189,0.62069,0.121212,0.933772,0.498984,0.460606,0.61039,0.060606,0.432829,0.47545,0.546392,0.467848,0.58917,0.306667,0.6,0.0,1
0.013333,0.051948,0.084507,0.054795,0.138889,0.22973,0.094595,0.173333,0.241758,0.27381,0.333333,0.321839,0.311111,0.333333,0.377778,0.337079,0.329412,0.329114,0.213333,0.098592,0.011494,0.010753,0.0,0.024096,0.306818,0.2,0.444795,0.44373,0.442675,0.453376,0.460064,0.496855,0.467085,0.528875,0.588589,0.605714,0.598404,0.582474,0.571072,0.564356,0.578554,0.593434,0.609877,0.632099,0.626316,0.577778,0.5,0.480712,0.467647,0.48,0.591479,0.531532,0.537975,0.191919,0.648121,0.137606,0.582474,0.436782,0.060606,0.69117,0.168834,0.565152,0.497835,0.111111,0.812849,0.367843,0.546392,0.403038,0.519856,0.533333,0.8,0.0,1
0.0,0.077922,0.056338,0.041096,0.013889,0.040541,0.027027,0.186667,0.274725,0.440476,0.494253,0.413793,0.466667,0.4375,0.488889,0.550562,0.494118,0.556962,0.533333,0.408451,0.367816,0.311828,0.350649,0.349398,0.465909,0.366667,0.470032,0.488746,0.468153,0.434084,0.434505,0.433962,0.429467,0.559271,0.648649,0.674286,0.659574,0.641753,0.600998,0.579208,0.571072,0.570707,0.575309,0.575309,0.55,0.527778,0.523256,0.531157,0.544118,0.556923,0.573935,0.540541,0.550633,0.272727,0.533644,0.229757,0.721649,0.423372,0.151515,0.469939,0.195652,0.681818,0.562771,0.141414,0.561976,0.243219,0.649485,0.446582,0.495307,0.653333,0.654545,0.0,2
0.333333,0.272727,0.295775,0.369863,0.416667,0.283784,0.256757,0.48,0.626374,0.72619,0.712644,0.678161,0.7,0.697917,0.677778,0.730337,0.694118,0.620253,0.68,0.647887,0.528736,0.494624,0.571429,0.554217,0.670455,0.683333,0.583596,0.59164,0.585987,0.601286,0.623003,0.622642,0.62069,0.656535,0.678679,0.654286,0.632979,0.608247,0.57606,0.559406,0.553616,0.540404,0.548148,0.560494,0.563158,0.569444,0.587209,0.617211,0.644118,0.664615,0.551378,0.594595,0.654282,0.573051,0.521599,0.490871,0.620255,0.606557,0.400449,0.465703,0.5013,0.686123,0.618554,0.297693,0.432829,0.47545,0.6986,0.680618,0.685752,0.504529,0.490473,0.0,1
0.733333,0.623377,0.647887,0.465753,0.5,0.351351,0.391892,0.413333,0.230769,0.357143,0.37931,0.298851,0.277778,0.354167,0.366667,0.426966,0.329412,0.21519,0.186667,0.239437,0.218391,0.182796,0.246753,0.228916,0.534091,0.416667,0.694006,0.720257,0.729299,0.745981,0.763578,0.767296,0.755486,0.729483,0.693694,0.657143,0.619681,0.569588,0.543641,0.566832,0.553616,0.537879,0.525926,0.535802,0.560526,0.591667,0.622093,0.649852,0.679412,0.704615,0.553885,0.636637,0.601266,0.484848,0.590446,0.809488,0.524055,0.735632,0.181818,0.528417,0.573954,0.624242,0.601732,0.080808,0.607542,0.454884,0.680412,0.386329,0.468592,0.466667,0.490473,0.0,1
0.213333,0.168831,0.309859,0.287671,0.305556,0.27027,0.202703,0.226667,0.241758,0.321429,0.356322,0.321839,0.388889,0.354167,0.411111,0.494382,0.470588,0.455696,0.466667,0.352113,0.287356,0.301075,0.402597,0.361446,0.409091,0.4,0.741325,0.758842,0.767516,0.784566,0.789137,0.779874,0.76489,0.735562,0.723724,0.7,0.664894,0.64433,0.643392,0.626238,0.613466,0.628788,0.619753,0.62963,0.610526,0.616667,0.645349,0.688427,0.717647,0.741538,0.62406,0.687688,0.617089,0.969697,0.630644,0.657228,0.5189,0.64751,0.30303,0.612964,0.46668,0.589394,0.584416,0.212121,0.609113,0.55203,0.639175,0.666329,0.823105,0.413333,0.418182,0.0,1
0.4,0.428571,0.464789,0.410959,0.416667,0.445946,0.405405,0.44,0.362637,0.392857,0.367816,0.333333,0.422222,0.40625,0.444444,0.438202,0.376471,0.417722,0.453333,0.380282,0.172414,0.258065,0.428571,0.361446,0.375,0.466667,0.776025,0.797428,0.802548,0.810289,0.817891,0.81761,0.802508,0.775076,0.744745,0.688571,0.694149,0.667526,0.643392,0.633663,0.633416,0.613636,0.607407,0.622222,0.636842,0.641667,0.642442,0.667656,0.714706,0.750769,0.631579,0.702703,0.686709,0.545455,0.490242,0.701689,0.441581,0.693487,0.050505,0.510803,0.556684,0.568182,0.69697,0.040404,0.665852,0.424216,0.649485,0.497215,0.688809,0.333333,0.381818,0.0,1
0.426667,0.402597,0.535211,0.356164,0.222222,0.216216,0.108108,0.106667,0.164835,0.095238,0.287356,0.448276,0.533333,0.40625,0.433333,0.449438,0.423529,0.405063,0.426667,0.338028,0.413793,0.397849,0.532468,0.457831,0.454545,0.433333,0.791798,0.81672,0.824841,0.836013,0.846645,0.842767,0.818182,0.790274,0.807808,0.782857,0.75266,0.734536,0.708229,0.700495,0.693267,0.709596,0.701235,0.716049,0.710526,0.675,0.659884,0.637982,0.635294,0.64,0.704261,0.744745,0.806962,0.353535,0.627148,0.761798,0.321306,0.785441,0.050505,0.704321,0.736083,0.512121,0.692641,0.333333,0.720147,0.690658,0.639175,0.473924,0.6787,0.186667,0.290909,0.0,1
