@relation airlines-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Airline {US,AA,AS,CO,DL,B6,HA,OO,9E,OH,EV,XE,YV,UA,MQ,FL,F9,WN}
@attribute Flight numeric
@attribute AirportFrom {PHX,LAX,SFO,ANC,LAS,SLC,DEN,ONT,FAI,BQN,PSE,HNL,BIS,IYK,EWR,BOS,MKE,GFK,OMA,GSO,LMT,SEA,MCO,TPA,DLH,MSP,FAR,MFE,MSY,VPS,BWI,MAF,LWS,RST,ALB,DSM,CHS,MSN,JAX,SAT,PNS,BHM,LIT,SAV,BNA,ICT,ECP,DHN,MGM,CAE,PWM,ACV,EKO,PHL,ATL,PDX,RIC,BTR,HRL,MYR,TUS,SBN,CAK,TVC,CLE,ORD,DAY,MFR,BTV,TLH,TYS,DFW,FLL,AUS,CHA,CMH,LRD,BRO,CRP,LAN,PVD,FWA,JFK,LGA,OKC,PIT,PBI,ORF,DCA,AEX,SYR,SHV,VLD,BDL,FAT,BZN,RDM,LFT,IPL,EAU,ERI,BUF,IAH,MCI,AGS,ABI,GRR,LBB,CLT,LEX,MBS,MOD,AMA,SGF,AZO,ABE,SWF,BGM,AVP,FNT,GSP,ATW,ITH,TUL,COS,ELP,ABQ,SMF,STL,IAD,DTW,RDU,RSW,OAK,ROC,IND,CVG,MDW,SDF,ABY,TRI,XNA,ROA,MLI,LYH,EVV,HPN,FAY,EWN,CSG,GPT,MLU,MOB,OAJ,CHO,ILM,BMI,PHF,ACY,JAN,CID,GRK,HOU,CRW,HTS,PSC,BOI,SBP,CLD,PSP,SBA,MEM,MRY,GEG,RDD,PAH,CMX,SPI,EUG,CIC,PIH,SGU,COD,MIA,MHT,GRB,FSD,SJU,AVL,BFL,RAP,DRO,PIA,OGG,SIT,TXK,RNO,DAL,SCE,MEI,MDT,FCA,SJC,KOA,PLN,SAN,GNV,HLN,GJT,CPR,FSM,CMI,GTF,HDN,ITO,MTJ,HSV,BTM,BIL,COU,MSO,SMX,TWF,ISP,GCC,LIH,LNK,DAB,SNA,MQT,LGB,CWA,LSE,BUR,ACT,MHK,MOT,IDA,SUN,GTR,MLB,SRQ,JAC,ASE,LCH,JNU,ROW,BQK,YUM,FLG,EGE,GUC,EYW,RKS,BGR,ELM,ADQ,OTZ,OTH,STT,KTN,BET,SJT,CDC,CEC,SPS,SCC,STX,OME,MKG,WRG,TYR,BRW,GGG,PSG,BKG,YAK,CLL,SAF,CYS,LWB,CDV,FLO,BLI,DBQ,TOL,UTM,PIE,ADK,ABR,TEX,MMH,GUM}
@attribute AirportTo {CLT,DFW,SEA,IAH,MSP,DTW,ORD,ATL,PDX,JFK,SLC,HNL,PHX,MCO,OGG,LAX,KOA,ITO,SFO,MIA,IAD,SMF,PHL,LIH,DEN,LGA,MEM,CVG,YUM,CWA,MKE,BQN,FAI,LAS,ANC,BOS,LGB,FLL,SJU,EWR,DCA,BWI,RDU,MCI,TYS,SAN,ONT,OAK,MDW,BNA,DAL,CLE,JAX,JNU,RNO,ELP,SAT,OTZ,MBS,BDL,STL,HOU,AUS,SNA,SJC,LIT,TUS,TUL,CMH,LAN,IND,AMA,CRP,PIT,RKS,FWA,TPA,PBI,JAN,DSM,ADQ,GRB,PVD,ABQ,SDF,RSW,MSY,BUR,BOI,TLH,BHM,ACV,ORF,BET,KTN,RIC,SRQ,BTR,XNA,MHT,GRR,SBN,SBA,ROA,CID,GPT,MFR,SGU,HPN,OMA,OTH,GSP,LMT,BUF,MSN,BFL,CAE,HRL,OKC,SYR,COS,BTV,CDC,SCC,DAY,SJT,TVC,ROC,ISP,MRY,SBP,MLI,MOB,CIC,SAV,FAT,EKO,GEG,ECP,LFT,SUN,HSV,SHV,CHA,CAK,BZN,MAF,GSO,MDT,PHF,ICT,AZO,RAP,CHS,CLD,MKG,VPS,PIH,ATW,AGS,PNS,BIL,SPI,FAR,CPR,PIA,SPS,TWF,LBB,ALB,CEC,DRO,GJT,GNV,RST,AVL,GRK,PSP,LEX,TRI,SGF,FSM,RDD,OME,MFE,LSE,BMI,MYR,FAY,FSD,EUG,MGM,EVV,MLB,FNT,STT,WRG,ABE,BIS,MOT,MLU,GFK,RDM,COU,LRD,PSC,MOD,PWM,ILM,ABY,CRW,TXK,BRO,BRW,EYW,DAB,ROW,ABI,EAU,TYR,MSO,FLG,CSG,VLD,DHN,OAJ,AEX,CHO,SAF,GGG,FCA,ASE,BKG,MHK,LNK,MQT,YAK,GTR,SMX,SWF,ITH,AVP,ELM,BGM,SIT,PSG,CYS,CLL,SCE,LWB,LCH,GCC,IYK,LWS,COD,HLN,BQK,GTF,DLH,BTM,EGE,IDA,JAC,HDN,MTJ,CMX,CMI,CDV,LYH,ACT,STX,IPL,PAH,HTS,MEI,BLI,ERI,EWN,FLO,ACY,DBQ,TOL,GUC,PLN,BGR,PSE,PIE,UTM,ADK,ABR,TEX,MMH,GUM}
@attribute DayOfWeek {1,2,3,4,5,6,7}
@attribute Time numeric
@attribute Length numeric
@attribute Delay {0,1}

@data
AA,0.27659,DFW,PBI,4,0.577327,0.229008,1
AS,0.023806,ANC,FAI,4,0.577327,0.08855,0
AS,0.068732,SEA,ONT,4,0.577327,0.235115,1
B6,0.153718,MCO,BOS,4,0.577327,0.256489,0
B6,0.15551,BUF,BOS,4,0.577327,0.119084,0
B6,0.081019,SFO,BOS,4,0.577327,0.48855,0
CO,0.135415,DCA,IAH,4,0.577327,0.314504,0
DL,0.15743,SLC,MSY,4,0.577327,0.296183,0
DL,0.181876,DTW,BOS,4,0.577327,0.172519,1
DL,0.221938,LAX,LIH,4,0.577327,0.569466,0
DL,0.238193,DTW,PHL,4,0.577327,0.151145,0
DL,0.254832,TPA,DTW,4,0.577327,0.242748,0
DL,0.312428,ATL,EWR,4,0.577327,0.207634,1
DL,0.343914,MCO,DCA,4,0.577327,0.181679,0
DL,0.080507,DTW,DCA,4,0.577327,0.145038,1
EV,0.673365,DCA,BOS,4,0.577327,0.141985,1
EV,0.676309,GSO,ATL,4,0.577327,0.145038,1
EV,0.684116,OMA,ATL,4,0.577327,0.206107,0
EV,0.706131,ATL,TYS,4,0.577327,0.087023,0
FL,0.029694,ATL,RIC,4,0.577327,0.132824,0
FL,0.044541,BWI,SRQ,4,0.577327,0.229008,0
MQ,0.419557,DFW,GRK,4,0.577327,0.076336,1
MQ,0.461794,MIA,ATL,4,0.577327,0.183206,0
MQ,0.46525,CLT,MIA,4,0.577327,0.206107,0
MQ,0.526302,CMH,ORD,4,0.577327,0.129771,0
MQ,0.555868,ORD,DTW,4,0.577327,0.122137,0
MQ,0.577243,LGA,BOS,4,0.577327,0.099237,0
OH,0.802637,EVV,CVG,4,0.577327,0.083969,0
OO,0.389863,DSM,MKE,4,0.577327,0.100763,0
UA,0.103033,LAX,SFO,4,0.577327,0.129771,0
US,0.13132,MCO,PHL,4,0.577327,0.221374,0
US,0.134007,DFW,CLT,4,0.577327,0.215267,1
US,0.142967,MCI,CLT,4,0.577327,0.198473,0
US,0.181108,LAX,PHL,4,0.577327,0.454962,0
US,0.183796,BWI,CLT,4,0.577327,0.135878,0
US,0.186996,ATL,CLT,4,0.577327,0.119084,1
US,0.221042,MCO,CLT,4,0.577327,0.146565,0
US,0.240881,JAX,CLT,4,0.577327,0.117557,0
WN,0.170357,PHX,OKC,4,0.577327,0.183206,1
WN,0.020351,SMF,ONT,4,0.577327,0.114504,1
WN,0.228081,BWI,FLL,4,0.577327,0.244275,1
WN,0.252784,BWI,IND,4,0.577327,0.167939,1
WN,0.002432,LBB,LAS,4,0.577327,0.21374,1
WN,0.437732,DEN,SFO,4,0.577327,0.251908,1
WN,0.071675,LAX,MDW,4,0.577327,0.366412,0
WN,0.076155,TPA,BWI,4,0.577327,0.198473,1
WN,0.078971,LAX,OAK,4,0.577327,0.114504,0
WN,0.094842,SAN,PHX,4,0.577327,0.10687,1
WN,0.105337,PIT,PHX,4,0.577327,0.458015,1
WN,0.114553,SAT,TPA,4,0.577327,0.21374,0
WN,0.001024,STL,BWI,4,0.577327,0.175573,0
XE,0.305388,GSO,IAH,4,0.577327,0.271756,1
XE,0.357353,IAH,MCI,4,0.577327,0.172519,1
XE,0.371816,MSP,CLE,4,0.577327,0.160305,0
XE,0.393831,IAH,RIC,4,0.577327,0.242748,1
XE,0.39895,EWR,CHS,4,0.577327,0.189313,1
YV,0.129784,HNL,OGG,4,0.577327,0.053435,0
YV,0.931268,ATL,IAD,4,0.577327,0.167939,1
YV,0.932292,ORF,ORD,4,0.577327,0.215267,0
DL,0.264815,CHS,ATL,4,0.578027,0.122137,0
XE,0.758351,RAP,ORD,4,0.578027,0.189313,0
B6,0.031614,LGB,OAK,4,0.578726,0.116031,0
DL,0.192116,LAS,ATL,4,0.578726,0.363359,0
DL,0.259055,ATL,IAH,4,0.578726,0.210687,0
DL,0.266351,ATL,PHF,4,0.578726,0.146565,0
EV,0.682964,DHN,ATL,4,0.578726,0.09313,0
FL,0.137975,HPN,MCO,4,0.578726,0.259542,0
FL,0.051837,ATL,IND,4,0.578726,0.141985,0
OO,0.829771,ATW,DEN,4,0.578726,0.251908,0
OO,0.846026,PHX,DEN,4,0.578726,0.155725,0
DL,0.154486,SLC,CVG,4,0.579426,0.309924,1
DL,0.201715,SLC,ATL,4,0.579426,0.338931,1
DL,0.246384,FLL,ATL,4,0.579426,0.183206,1
DL,0.352745,SFO,LAX,4,0.579426,0.128244,1
OO,0.81262,ONT,SFO,4,0.579426,0.129771,1
UA,0.024446,SNA,ORD,4,0.579426,0.361832,0
UA,0.056444,MSP,ORD,4,0.579426,0.126718,0
UA,0.08729,LGA,ORD,4,0.579426,0.241221,0
B6,0.129144,JFK,BOS,4,0.580126,0.119084,0
DL,0.137335,SLC,MSP,4,0.580126,0.242748,1
DL,0.313836,LGA,TPA,4,0.580126,0.277863,1
DL,0.341738,DCA,MCO,4,0.580126,0.212214,1
FL,0.18994,DTW,MCO,4,0.580126,0.238168,0
MQ,0.562268,JFK,BOS,4,0.580126,0.108397,0
UA,0.039805,TPA,IAD,4,0.580126,0.207634,0
XE,0.260719,EWR,MSN,4,0.580126,0.235115,0
XE,0.334955,SDF,EWR,4,0.580126,0.174046,1
9E,0.470242,DTW,ALB,4,0.580826,0.151145,0
9E,0.515679,JFK,BTV,4,0.580826,0.152672,1
9E,0.517471,DTW,MDT,4,0.580826,0.140458,1
9E,0.522335,DTW,ORF,4,0.580826,0.167939,1
9E,0.52643,DTW,PWM,4,0.580826,0.180153,0
9E,0.543197,MDW,DTW,4,0.580826,0.132824,0
AA,0.143223,ORD,STL,4,0.580826,0.099237,0
AA,0.213362,DFW,TUL,4,0.580826,0.091603,0
AA,0.21669,DFW,BNA,4,0.580826,0.152672,1
AA,0.219506,DFW,BWI,4,0.580826,0.251908,0
AA,0.232817,DFW,PIT,4,0.580826,0.229008,0
AA,0.2556,DFW,FLL,4,0.580826,0.236641,1
AA,0.032382,OGG,LAX,4,0.580826,0.465649,0
AA,0.042493,LGA,ORD,4,0.580826,0.251908,1
AA,0.054653,IAH,DFW,4,0.580826,0.10687,0
AA,0.075771,STL,ORD,4,0.580826,0.114504,0
AS,0.06502,SNA,SEA,4,0.580826,0.256489,1
AS,0.110713,KOA,SEA,4,0.580826,0.514504,1
B6,0.160246,BOS,IAD,4,0.580826,0.154198,0
B6,0.024702,LAS,JFK,4,0.580826,0.447328,0
CO,0.022143,HNL,SNA,4,0.580826,0.51145,0
DL,0.163574,MEM,LAS,4,0.580826,0.345038,1
DL,0.169973,DTW,MIA,4,0.580826,0.274809,1
DL,0.1829,MKE,DTW,4,0.580826,0.125191,0
DL,0.199667,PHL,ATL,4,0.580826,0.224427,0
DL,0.209651,DCA,ATL,4,0.580826,0.187786,0
DL,0.223346,PHX,ATL,4,0.580826,0.335878,0
DL,0.232433,ATL,DEN,4,0.580826,0.305344,1
DL,0.243696,DTW,MCO,4,0.580826,0.239695,0
DL,0.24536,MSP,BDL,4,0.580826,0.239695,0
DL,0.28747,LGA,ATL,4,0.580826,0.244275,1
DL,0.297069,MEM,MCI,4,0.580826,0.137405,0
DL,0.320236,DTW,FLL,4,0.580826,0.271756,0
DL,0.331371,SLC,PHX,4,0.580826,0.149618,0
DL,0.342506,ORD,ATL,4,0.580826,0.18626,1
DL,0.009855,MCO,JFK,4,0.580826,0.251908,0
EV,0.638551,BHM,ATL,4,0.580826,0.10229,1
EV,0.656214,ATL,MGM,4,0.580826,0.090076,0
EV,0.690772,AVL,ATL,4,0.580826,0.116031,0
EV,0.704467,GSP,ATL,4,0.580826,0.117557,0
FL,0.12876,RSW,BOS,4,0.580826,0.267176,0
FL,0.146039,ABE,FLL,4,0.580826,0.271756,0
HA,0.005504,HNL,SJC,4,0.580826,0.465649,0
MQ,0.391527,LAX,FAT,4,0.580826,0.091603,0
MQ,0.412006,PNS,DFW,4,0.580826,0.19084,0
MQ,0.449763,DFW,LIT,4,0.580826,0.099237,0
MQ,0.501472,LIT,ORD,4,0.580826,0.175573,0
MQ,0.514271,ORD,MDT,4,0.580826,0.160305,1
MQ,0.526686,ORD,MEM,4,0.580826,0.167939,0
MQ,0.561628,BOS,JFK,4,0.580826,0.114504,0
MQ,0.579931,DCA,JFK,4,0.580826,0.122137,0
OH,0.848586,BOS,JFK,4,0.580826,0.128244,1
OH,0.853193,DTW,AZO,4,0.580826,0.083969,1
OO,0.56982,STL,SLC,4,0.580826,0.29771,1
OO,0.569948,FCA,MSP,4,0.580826,0.244275,1
OO,0.588634,SLC,IAH,4,0.580826,0.279389,0
OO,0.888775,DEN,OKC,4,0.580826,0.135878,1
OO,0.993088,EKO,SLC,4,0.580826,0.096183,1
OO,0.999616,GCC,SLC,4,0.580826,0.18626,0
UA,0.001408,SFO,JFK,4,0.580826,0.523664,0
UA,0.023934,ORD,TPA,4,0.580826,0.248855,0
UA,0.036734,ORD,MCO,4,0.580826,0.248855,1
UA,0.004224,OGG,SFO,4,0.580826,0.439695,0
UA,0.078715,ORD,DCA,4,0.580826,0.169466,1
UA,0.087418,ORD,LGA,4,0.580826,0.206107,0
US,0.15615,FLL,DCA,4,0.580826,0.222901,0
US,0.023678,ORD,PHX,4,0.580826,0.346565,1
US,0.260591,BOS,DCA,4,0.580826,0.143511,0
US,0.272495,LGA,BOS,4,0.580826,0.100763,0
US,0.272623,BOS,LGA,4,0.580826,0.117557,0
US,0.278126,DCA,LGA,4,0.580826,0.122137,0
US,0.27851,LGA,DCA,4,0.580826,0.109924,1
US,0.090234,ORD,PHL,4,0.580826,0.18626,1
US,0.094842,FLL,PHL,4,0.580826,0.250382,0
WN,0.134263,RDU,BWI,4,0.580826,0.091603,1
WN,0.015999,AUS,FLL,4,0.580826,0.236641,1
WN,0.164341,MDW,ISP,4,0.580826,0.206107,1
WN,0.196595,SAN,MDW,4,0.580826,0.358779,0
WN,0.208883,MDW,PVD,4,0.580826,0.19084,1
WN,0.025214,TPA,MKE,4,0.580826,0.251908,0
WN,0.257776,MDW,MHT,4,0.580826,0.19084,0
WN,0.313452,LAS,SNA,4,0.580826,0.10687,1
WN,0.00384,DAL,HOU,4,0.580826,0.091603,0
WN,0.041597,BNA,TPA,4,0.580826,0.160305,1
WN,0.003968,HOU,DAL,4,0.580826,0.083969,0
WN,0.447587,LAX,STL,4,0.580826,0.312977,1
WN,0.047229,DEN,PHL,4,0.580826,0.335878,1
WN,0.052477,LAS,SFO,4,0.580826,0.145038,1
WN,0.058748,MDW,PIT,4,0.580826,0.114504,1
WN,5.12E-4,MCO,PVD,4,0.580826,0.236641,0
WN,0.082555,MDW,CLE,4,0.580826,0.10687,0
WN,0.099962,MDW,IAD,4,0.580826,0.167939,1
WN,0.101114,PHL,PHX,4,0.580826,0.519084,1
WN,0.101625,TPA,MCI,4,0.580826,0.267176,0
WN,0.108409,OAK,LAX,4,0.580826,0.10687,0
WN,0.109945,MKE,PHX,4,0.580826,0.358779,1
WN,0.121464,SAT,DAL,4,0.580826,0.083969,1
WN,0.122488,DEN,TUL,4,0.580826,0.137405,1
WN,0.123256,MDW,BUF,4,0.580826,0.129771,1
XE,0.274414,OMA,IAH,4,0.580826,0.212214,1
XE,0.307564,PWM,CLE,4,0.580826,0.172519,0
XE,0.354793,IAH,JAN,4,0.580826,0.112977,1
XE,0.379368,EWR,MSP,4,0.580826,0.296183,0
YV,0.927813,ORD,CHS,4,0.580826,0.18626,0
B6,0.067068,EWR,MCO,4,0.581526,0.251908,1
B6,0.008447,BUF,JFK,4,0.581526,0.132824,1
CO,0.195571,TUS,IAH,4,0.581526,0.212214,0
DL,0.143991,ATL,DAY,4,0.581526,0.143511,0
FL,0.187252,MCO,MDW,4,0.581526,0.248855,0
OO,0.816588,MKE,ORD,4,0.581526,0.076336,1
AS,0.008063,JNU,PSG,4,0.582225,0.067176,0
FL,0.125944,PIT,ATL,4,0.582225,0.172519,0
OO,0.841802,DEN,BIS,4,0.582225,0.143511,0
OO,0.892103,DEN,TUS,4,0.582225,0.180153,0
OO,0.889543,DEN,FSD,4,0.582925,0.125191,0
F9,0.057468,MKE,LGA,4,0.583625,0.206107,1
OO,0.821835,ORD,CRW,4,0.583625,0.125191,0
OO,0.894279,COS,DEN,4,0.583625,0.061069,1
9E,0.481633,DTW,SWF,4,0.584325,0.158779,0
9E,0.495584,DTW,BTV,4,0.584325,0.161832,1
9E,0.551261,DTW,RIC,4,0.584325,0.161832,0
AA,0.146679,MCO,DFW,4,0.584325,0.267176,1
AA,0.189172,ATL,DFW,4,0.584325,0.229008,0
AA,0.217586,DFW,SAN,4,0.584325,0.290076,0
AA,0.226673,MIA,JFK,4,0.584325,0.259542,0
AA,0.300909,DFW,ORD,4,0.584325,0.206107,0
AA,0.052733,ORD,SNA,4,0.584325,0.389313,1
AA,0.060924,DFW,ABQ,4,0.584325,0.167939,0
AS,0.020351,ANC,ADK,4,0.584325,0.285496,0
AS,0.063484,SAN,SEA,4,0.584325,0.265649,1
B6,0.051837,SAN,BOS,4,0.584325,0.471756,0
DL,0.152822,DTW,BDL,4,0.584325,0.158779,0
DL,0.166133,LAX,KOA,4,0.584325,0.541985,0
DL,0.186356,SLC,SEA,4,0.584325,0.198473,1
DL,0.302445,HNL,LAX,4,0.584325,0.496183,0
DL,0.315884,ATL,MCO,4,0.584325,0.138931,0
DL,0.334187,TPA,MSP,4,0.584325,0.312977,1
DL,0.040061,ATL,SLC,4,0.584325,0.389313,1
EV,0.701523,ATL,CRW,4,0.584325,0.125191,0
FL,0.182004,TPA,IND,4,0.584325,0.207634,0
MQ,0.356073,DFW,FSM,4,0.584325,0.091603,0
MQ,0.378728,DFW,SHV,4,0.584325,0.083969,0
MQ,0.379624,DFW,BTR,4,0.584325,0.122137,0
MQ,0.421605,DFW,CAE,4,0.584325,0.206107,0
MQ,0.427749,CRP,DFW,4,0.584325,0.122137,0
MQ,0.474594,ATL,ORD,4,0.584325,0.19084,1
MQ,0.485601,ELP,ORD,4,0.584325,0.267176,0
MQ,0.52579,DSM,ORD,4,0.584325,0.129771,0
MQ,0.552541,ORD,BWI,4,0.584325,0.175573,1
OH,0.867145,MCO,RDU,4,0.584325,0.160305,1
OO,0.873032,RDD,SFO,4,0.584325,0.105344,0
US,0.151286,PHL,DFW,4,0.584325,0.354198,0
US,0.123384,PHL,SFO,4,0.584325,0.580153,1
WN,0.140279,MCO,ABQ,4,0.584325,0.389313,1
WN,0.206963,DAL,STL,4,0.584325,0.152672,0
WN,0.225522,PHL,RDU,4,0.584325,0.122137,0
WN,0.322923,OAK,MDW,4,0.584325,0.374046,1
WN,0.324843,PHL,MCO,4,0.584325,0.244275,1
WN,0.037246,LAS,PVD,4,0.584325,0.458015,1
WN,0.382823,STL,BNA,4,0.584325,0.091603,0
WN,0.396775,LAX,SJC,4,0.584325,0.099237,1
WN,0.397927,PHX,SAN,4,0.584325,0.10687,0
WN,0.043261,LAS,TUL,4,0.584325,0.236641,1
WN,0.044413,LAS,MHT,4,0.584325,0.442748,1
WN,0.045181,DEN,AUS,4,0.584325,0.19084,0
WN,0.468066,SJC,BUR,4,0.584325,0.091603,1
WN,0.469346,ONT,OAK,4,0.584325,0.114504,1
WN,0.097146,LAX,ELP,4,0.584325,0.167939,1
WN,0.114297,ORF,BWI,4,0.584325,0.083969,0
XE,0.258287,GSP,IAH,4,0.584325,0.235115,0
XE,0.264303,RIC,IAH,4,0.584325,0.305344,0
XE,0.27915,COS,IAH,4,0.584325,0.196947,0
XE,0.296429,IAH,GSO,4,0.584325,0.21374,0
YV,0.131064,KOA,HNL,4,0.584325,0.061069,0
YV,0.134903,OGG,HNL,4,0.584325,0.048855,0
DL,0.041981,JAX,ATL,4,0.585024,0.119084,0
DL,0.325995,RSW,LGA,4,0.585724,0.248855,1
F9,0.017151,DFW,DEN,4,0.585724,0.183206,0
F9,0.039038,DEN,DTW,4,0.585724,0.247328,1
FL,0.091642,CAK,LGA,4,0.585724,0.132824,0
HA,0.047613,HNL,LIH,4,0.585724,0.058015,0
UA,0.101498,ORD,BUF,4,0.585724,0.148092,0
UA,0.107769,LAX,ORD,4,0.585724,0.370992,0
OO,0.895687,MAF,DEN,4,0.586424,0.180153,0
UA,0.008703,LAX,LIH,4,0.586424,0.557252,0
HA,0.021887,LIH,HNL,4,0.587124,0.048855,0
HA,0.035582,KOA,OGG,4,0.587124,0.047328,0
AA,0.15935,DFW,MIA,4,0.587824,0.244275,0
AA,0.172405,BOS,MIA,4,0.587824,0.328244,1
AA,0.175733,ORD,MIA,4,0.587824,0.282443,0
AA,0.244848,DFW,JAX,4,0.587824,0.198473,0
AA,0.253424,DFW,TUS,4,0.587824,0.221374,0
AA,0.281454,LAS,DFW,4,0.587824,0.251908,0
AA,0.072315,PHX,DFW,4,0.587824,0.206107,0
AA,0.094074,DFW,LGA,4,0.587824,0.29771,0
AS,0.043901,SEA,OAK,4,0.587824,0.187786,0
AS,0.111225,ANC,HNL,4,0.587824,0.563359,0
B6,0.00192,FLL,JFK,4,0.587824,0.259542,1
CO,0.064252,LAX,EWR,4,0.587824,0.471756,1
DL,0.229105,ATL,TPA,4,0.587824,0.135878,1
DL,0.276846,ABQ,MSP,4,0.587824,0.241221,0
DL,0.033662,PHX,MSP,4,0.587824,0.282443,0
DL,5.12E-4,DTW,BWI,4,0.587824,0.149618,0
EV,0.647127,CLE,ATL,4,0.587824,0.175573,1
EV,0.659798,JAN,ATL,4,0.587824,0.129771,1
FL,0.014719,TPA,ATL,4,0.587824,0.143511,0
MQ,0.360041,RAP,DFW,4,0.587824,0.21374,1
MQ,0.365545,DFW,JAN,4,0.587824,0.122137,0
MQ,0.533342,RIC,ORD,4,0.587824,0.206107,0
MQ,0.56662,BOS,LGA,4,0.587824,0.122137,0
OO,0.575451,AUS,SLC,4,0.587824,0.258015,0
OO,0.589402,SAT,SLC,4,0.587824,0.270229,0
OO,0.614361,IAH,SLC,4,0.587824,0.29771,0
OO,0.799821,RDM,PDX,4,0.587824,0.068702,0
UA,0.011135,SFO,EWR,4,0.587824,0.514504,0
US,0.138487,DCA,JAX,4,0.587824,0.18626,0
US,0.228977,LAS,CLT,4,0.587824,0.378626,1
US,0.115449,ORD,CLT,4,0.587824,0.170992,1
WN,0.129912,MDW,HOU,4,0.587824,0.259542,1
WN,0.16063,MDW,SLC,4,0.587824,0.328244,1
WN,0.167285,SAT,HOU,4,0.587824,0.076336,0
WN,0.176885,DEN,IND,4,0.587824,0.21374,0
WN,0.19506,BUR,OAK,4,0.587824,0.10687,0
WN,0.224242,MCO,CMH,4,0.587824,0.206107,1
WN,0.034686,SAN,TUS,4,0.587824,0.10687,1
WN,0.368744,JAX,TPA,4,0.587824,0.083969,0
WN,0.445795,BUR,LAS,4,0.587824,0.091603,1
WN,0.501216,PHL,PBI,4,0.587824,0.259542,1
WN,0.0663,MCO,BNA,4,0.587824,0.183206,0
WN,0.078075,SNA,SJC,4,0.587824,0.114504,0
WN,0.088186,ALB,MCO,4,0.587824,0.290076,1
WN,0.109433,HOU,DEN,4,0.587824,0.229008,1
WN,0.120312,BWI,CLE,4,0.587824,0.114504,1
XE,0.281198,IAH,CRW,4,0.587824,0.207634,0
XE,0.298605,IAH,SAV,4,0.587824,0.184733,0
XE,0.341354,CAE,IAH,4,0.587824,0.239695,0
XE,0.393447,PVD,CLE,4,0.587824,0.172519,0
XE,0.395239,CLT,CLE,4,0.587824,0.137405,0
XE,0.766159,ORD,AVP,4,0.587824,0.160305,0
9E,0.555868,DTW,PVD,4,0.588523,0.158779,0
EV,0.639063,ATL,HPN,4,0.588523,0.216794,1
F9,0.013567,MSP,DEN,4,0.588523,0.189313,0
FL,0.042621,ATL,PHL,4,0.588523,0.181679,0
HA,0.044413,HNL,KOA,4,0.588523,0.067176,0
UA,0.105209,BOS,IAD,4,0.588523,0.174046,0
UA,0.010495,LAX,HNL,4,0.588523,0.548092,0
OO,0.395879,MKE,OMA,4,0.589223,0.122137,1
OO,0.898758,SFO,ACV,4,0.589223,0.120611,1
OO,0.797389,EUG,PDX,4,0.589923,0.056489,0
OO,0.799693,SAT,LAX,4,0.589923,0.300763,0
OO,0.822987,LAX,SAT,4,0.589923,0.248855,1
CO,0.141559,ORD,EWR,4,0.590623,0.206107,0
FL,0.048125,MKE,TPA,4,0.590623,0.247328,0
FL,0.105849,MKE,SRQ,4,0.590623,0.244275,0
XE,0.286062,MSP,EWR,4,0.590623,0.251908,0
9E,0.468322,MEM,PIT,4,0.591323,0.170992,1
9E,0.497504,MEM,BNA,4,0.591323,0.096183,0
9E,0.501728,MEM,CLE,4,0.591323,0.177099,0
9E,0.50672,DTW,GSP,4,0.591323,0.166412,0
9E,0.509023,MEM,TYS,4,0.591323,0.119084,0
9E,0.550621,MEM,BHM,4,0.591323,0.091603,0
AA,0.135799,MCI,DFW,4,0.591323,0.152672,0
AA,0.137335,DFW,ATL,4,0.591323,0.19084,0
AA,0.185076,ORD,MSY,4,0.591323,0.229008,1
AA,0.277102,DFW,BOS,4,0.591323,0.320611,0
AA,0.312812,DFW,LAX,4,0.591323,0.320611,1
AA,0.046717,ORD,LGA,4,0.591323,0.19084,0
AA,0.070779,SFO,ORD,4,0.591323,0.396947,0
AA,0.079227,DFW,SAT,4,0.591323,0.099237,0
AS,1.28E-4,SEA,DCA,4,0.591323,0.433588,0
B6,0.156662,BOS,RDU,4,0.591323,0.187786,1
B6,0.022655,PHX,JFK,4,0.591323,0.422901,0
B6,0.087418,DCA,BOS,4,0.591323,0.126718,1
B6,0.095226,MCO,SJU,4,0.591323,0.242748,1
CO,0.027646,MSY,EWR,4,0.591323,0.276336,1
CO,0.076539,IAH,DEN,4,0.591323,0.227481,1
DL,0.134263,MEM,ATL,4,0.591323,0.129771,0
DL,0.147191,MSP,SFO,4,0.591323,0.381679,1
DL,0.185716,ATL,CVG,4,0.591323,0.129771,1
DL,0.229361,JFK,DTW,4,0.591323,0.210687,0
DL,0.291053,MEM,MSP,4,0.591323,0.2,0
DL,0.085627,CLT,ATL,4,0.591323,0.122137,1
EV,0.65071,ATL,EWN,4,0.591323,0.125191,0
EV,0.912582,CAE,IAD,4,0.591323,0.126718,0
FL,0.027646,MKE,RSW,4,0.591323,0.265649,0
HA,0.002432,HNL,SMF,4,0.591323,0.473282,0
HA,0.004992,OGG,PDX,4,0.591323,0.480916,0
MQ,0.34545,ROW,DFW,4,0.591323,0.129771,0
MQ,0.491361,ORD,ATL,4,0.591323,0.183206,1
MQ,0.512607,ORD,CHA,4,0.591323,0.145038,0
MQ,0.549725,BWI,JFK,4,0.591323,0.122137,0
OH,0.806348,CVG,DFW,4,0.591323,0.244275,1
OH,0.845002,MSP,OKC,4,0.591323,0.20458,0
OH,0.846666,DTW,SYR,4,0.591323,0.128244,0
