@relation NOAA-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute attribute1 numeric
@attribute attribute2 numeric
@attribute attribute3 numeric
@attribute attribute4 numeric
@attribute attribute5 numeric
@attribute attribute6 numeric
@attribute attribute7 numeric
@attribute attribute8 numeric
@attribute class {1,2}

@data
0.805182,0.82091,0.007892,0.471774,0.541219,0.511677,0.795589,0.78265,1
0.743762,0.74637,0.008356,0.568548,0.297491,0.29724,0.728584,0.734032,1
0.673704,0.691191,0.008843,0.540323,0.21147,0.278132,0.694656,0.638704,1
0.697697,0.719264,0.007118,0.512097,0.258065,0.363057,0.762511,0.667302,1
0.567179,0.656341,0.00787,0.298387,0.387097,0.29724,0.549618,0.611058,1
0.549904,0.636012,0.008887,0.375,0.415771,0.44586,0.499576,0.619638,1
0.579655,0.640852,0.008157,0.346774,0.290323,0.29724,0.602205,0.57102,1
0.566219,0.57696,0.008887,0.366935,0.189964,0.278132,0.609839,0.533842,1
0.671785,0.701839,0.006455,0.431452,0.369176,0.29724,0.686175,0.696854,1
0.676583,0.7212,0.006146,0.237903,0.075269,0.14862,0.728584,0.638704,1
0.704415,0.695063,0.006853,0.475806,0.129032,0.14862,0.71162,0.705434,1
0.696737,0.710552,0.007781,0.46371,0.136201,0.235669,0.728584,0.675882,1
0.737044,0.775411,0.006853,0.423387,0.172043,0.29724,0.762511,0.705434,1
0.778311,0.807357,0.00577,0.439516,0.37276,0.363057,0.778626,0.761678,1
0.670825,0.729913,0.006146,0.375,0.44086,0.426752,0.71162,0.667302,1
0.536468,0.594385,0.008599,0.358871,0.121864,0.174098,0.549618,0.544328,1
0.474088,0.575992,0.010279,0.334677,0.602151,0.55414,0.499576,0.525262,2
0.441459,0.518877,0.009439,0.383065,0.225806,0.29724,0.457167,0.448046,1
0.56334,0.617619,0.005748,0.483871,0.354839,0.384289,0.678541,0.552908,1
0.598848,0.609874,0.007627,0.596774,0.311828,0.322718,0.585242,0.600572,1
0.554702,0.575992,0.008422,0.407258,0.21147,0.2569,0.516539,0.611058,1
0.490403,0.588577,0.006897,0.334677,0.462366,0.492569,0.440204,0.552908,2
0.392514,0.445305,0.009638,0.41129,0.874552,0.598726,0.373198,0.448046,1
0.334933,0.364956,0.011363,0.479839,0.53405,0.426752,0.346904,0.35367,1
0.381958,0.421104,0.009638,0.395161,0.172043,0.14862,0.406277,0.409914,1
0.389635,0.441433,0.00997,0.391129,0.086022,0.174098,0.41391,0.409914,1
0.447217,0.498548,0.010014,0.314516,0.154122,0.278132,0.482612,0.439466,1
0.575816,0.594385,0.00703,0.334677,0.548387,0.471338,0.652248,0.56244,1
0.684261,0.757018,0.005527,0.439516,0.455197,0.29724,0.618321,0.742612,1
0.507678,0.518877,0.009395,0.427419,0.519713,0.492569,0.533503,0.514776,1
0.476967,0.52759,0.009439,0.427419,0.301075,0.426752,0.549618,0.476644,1
0.535509,0.570184,0.006057,0.443548,0.207885,0.322718,0.585242,0.525262,1
0.461612,0.53243,0.00504,0.354839,0.501792,0.426752,0.516539,0.42898,1
0.298464,0.35334,0.009904,0.330645,0.37276,0.343949,0.320611,0.28694,1
0.445298,0.499516,0.008688,0.395161,0.240143,0.235669,0.516539,0.448046,1
0.503839,0.581801,0.007428,0.403226,0.172043,0.235669,0.525869,0.544328,2
0.294626,0.334947,0.009616,0.459677,0.663082,0.70276,0.43257,0.267874,1
0.222649,0.260407,0.011385,0.427419,0.684588,0.598726,0.244275,0.267874,1
0.351248,0.378509,0.009793,0.395161,0.247312,0.235669,0.396947,0.36225,1
0.363724,0.421104,0.009705,0.443548,0.448029,0.322718,0.41391,0.372736,1
0.40691,0.447241,0.009152,0.487903,0.344086,0.235669,0.41391,0.418494,1
0.369482,0.42304,0.009837,0.366935,0.078853,0.174098,0.389313,0.381316,1
0.3762,0.451113,0.008644,0.318548,0.028674,0.129512,0.406277,0.381316,1
0.435701,0.509197,0.007848,0.302419,0.164875,0.214437,0.41391,0.448046,1
0.457774,0.50242,0.006234,0.379032,0.376344,0.384289,0.440204,0.49571,1
0.403071,0.513069,0.005239,0.245968,0.444444,0.44586,0.406277,0.399428,2
0.28119,0.35334,0.008113,0.407258,0.340502,0.426752,0.329941,0.29552,1
0.398273,0.450145,0.006322,0.350806,0.383513,0.322718,0.41391,0.42898,1
0.268714,0.343659,0.009484,0.229839,0.806452,0.70276,0.380831,0.238322,1
0.086372,0.147144,0.010921,0.342742,0.645161,0.426752,0.108567,0.096282,1
0.203455,0.29332,0.007383,0.205645,0.516129,0.426752,0.270568,0.209724,1
0.267754,0.35334,0.007472,0.294355,0.175627,0.14862,0.329941,0.257388,1
0.373321,0.450145,0.008533,0.395161,0.394265,0.598726,0.373198,0.399428,1
0.380998,0.469506,0.009771,0.395161,0.455197,0.471338,0.329941,0.458532,1
0.423225,0.511133,0.006986,0.375,0.405018,0.492569,0.41391,0.467112,1
0.415547,0.493708,0.007582,0.395161,0.473118,0.598726,0.380831,0.439466,1
0.428983,0.500484,0.007494,0.354839,0.218638,0.343949,0.440204,0.49571,1
0.426104,0.511133,0.007516,0.258065,0.247312,0.235669,0.482612,0.418494,1
0.301344,0.378509,0.009417,0.346774,0.469534,0.471338,0.380831,0.324118,1
0.325336,0.395934,0.009793,0.354839,0.218638,0.322718,0.346904,0.372736,1
0.266795,0.332043,0.011164,0.346774,0.340502,0.322718,0.253605,0.305052,1
0.264875,0.31849,0.010921,0.403226,0.229391,0.235669,0.329941,0.29552,1
0.337812,0.400774,0.009793,0.415323,0.505376,0.598726,0.320611,0.381316,1
0.270633,0.357212,0.010898,0.294355,0.225806,0.235669,0.312977,0.28694,1
0.389635,0.456922,0.009771,0.318548,0.247312,0.214437,0.457167,0.399428,1
0.445298,0.528558,0.00913,0.262097,0.272401,0.363057,0.541985,0.418494,1
0.491363,0.536302,0.008246,0.366935,0.175627,0.14862,0.549618,0.467112,1
0.445298,0.500484,0.00955,0.395161,0.247312,0.174098,0.457167,0.485224,1
0.424184,0.474347,0.007295,0.415323,0.433692,0.363057,0.457167,0.476644,1
0.258157,0.304937,0.010103,0.387097,0.551971,0.44586,0.312977,0.276454,1
0.223608,0.279768,0.011097,0.403226,0.297491,0.322718,0.296862,0.227836,1
0.362764,0.412391,0.007671,0.46371,0.329749,0.322718,0.473282,0.36225,1
0.317658,0.359148,0.008268,0.407258,0.218638,0.322718,0.363868,0.324118,1
0.418426,0.461762,0.008246,0.415323,0.125448,0.174098,0.457167,0.418494,1
0.482726,0.536302,0.005748,0.387097,0.62724,0.660297,0.525869,0.514776,1
0.415547,0.464666,0.006588,0.375,0.394265,0.384289,0.465649,0.448046,1
0.332054,0.400774,0.007096,0.282258,0.365591,0.29724,0.304495,0.409914,2
0.213052,0.29332,0.006168,0.137097,0.136201,0.174098,0.270568,0.209724,1
0.34357,0.430784,0.007848,0.25,0.272401,0.235669,0.312977,0.36225,1
0.308061,0.39303,0.009086,0.375,0.408602,0.363057,0.270568,0.35367,1
0.178503,0.267183,0.011937,0.33871,0.394265,0.322718,0.194232,0.219256,1
0.1881,0.266215,0.011053,0.383065,0.164875,0.322718,0.346904,0.190658,1
0.267754,0.359148,0.009594,0.379032,0.265233,0.29724,0.389313,0.238322,1
0.337812,0.434656,0.006875,0.358871,0.032258,0.087049,0.373198,0.313632,1
0.358925,0.450145,0.008268,0.314516,0.322581,0.2569,0.373198,0.36225,1
0.347409,0.425944,0.008909,0.383065,0.175627,0.29724,0.406277,0.35367,1
0.454894,0.506292,0.007671,0.447581,0.394265,0.322718,0.449534,0.49571,1
0.380998,0.465634,0.008533,0.229839,0.132616,0.14862,0.396947,0.372736,1
0.425144,0.494676,0.007826,0.326613,0.053763,0.174098,0.457167,0.409914,1
0.461612,0.553727,0.007339,0.395161,0.602151,0.598726,0.42324,0.50429,1
0.472169,0.53243,0.006986,0.447581,0.326165,0.40552,0.541985,0.458532,1
0.485605,0.550823,0.005328,0.399194,0.25448,0.235669,0.525869,0.485224,1
0.557582,0.613746,0.005107,0.370968,0.272401,0.322718,0.618321,0.544328,1
0.457774,0.547919,0.005328,0.346774,0.34767,0.492569,0.516539,0.476644,1
0.292706,0.381413,0.008224,0.21371,0.716846,0.532909,0.296862,0.313632,1
0.175624,0.240077,0.012357,0.358871,0.304659,0.322718,0.228159,0.182078,1
0.37428,0.441433,0.007737,0.415323,0.491039,0.322718,0.43257,0.313632,1
0.40595,0.495644,0.00756,0.435484,0.397849,0.511677,0.396947,0.448046,2
0.301344,0.365924,0.009705,0.395161,0.376344,0.322718,0.320611,0.324118,1
0.285029,0.365924,0.010412,0.379032,0.25448,0.235669,0.296862,0.324118,1
0.386756,0.442401,0.007516,0.395161,0.412186,0.322718,0.406277,0.418494,1
0.232246,0.297193,0.008909,0.318548,0.684588,0.426752,0.312977,0.246902,1
0.108445,0.159729,0.011915,0.294355,0.695341,0.471338,0.100933,0.171592,1
0.090211,0.154889,0.013662,0.318548,0.537634,0.322718,0.117897,0.14204,1
0.159309,0.212972,0.012844,0.375,0.25448,0.235669,0.184902,0.190658,1
0.202495,0.280736,0.011164,0.185484,0.390681,0.322718,0.177269,0.276454,1
0.089251,0.153921,0.011429,0.387097,0.480287,0.426752,0.160305,0.085796,1
0.175624,0.230397,0.01039,0.407258,0.179211,0.235669,0.312977,0.182078,1
0.370441,0.428848,0.007759,0.399194,0.344086,0.322718,0.42324,0.399428,1
0.414587,0.496612,0.008224,0.395161,0.275986,0.384289,0.380831,0.467112,1
0.390595,0.489835,0.008246,0.270161,0.405018,0.363057,0.396947,0.42898,1
0.387716,0.479187,0.00714,0.245968,0.645161,0.70276,0.406277,0.324118,2
0.185221,0.222652,0.011915,0.395161,0.605735,0.511677,0.220526,0.201144,1
0.278311,0.334947,0.010191,0.375,0.469534,0.426752,0.261238,0.35367,1
0.198656,0.251694,0.011407,0.395161,0.448029,0.426752,0.261238,0.209724,1
0.423225,0.46273,0.008798,0.379032,0.426523,0.322718,0.558948,0.42898,1
0.607486,0.594385,0.006256,0.395161,0.301075,0.322718,0.686175,0.611058,1
0.386756,0.486931,0.007295,0.16129,0.616487,0.492569,0.440204,0.36225,1
0.214012,0.272991,0.011805,0.298387,0.681004,0.471338,0.203562,0.276454,1
0.200576,0.245886,0.013883,0.362903,0.16129,0.235669,0.270568,0.182078,1
0.295585,0.373669,0.011893,0.258065,0.229391,0.235669,0.296862,0.35367,2
0.3762,0.498548,0.0084,0.116935,0.18638,0.235669,0.346904,0.448046,2
0.420345,0.52759,0.007582,0.306452,0.311828,0.235669,0.465649,0.439466,1
0.454894,0.575024,0.006941,0.169355,0.129032,0.29724,0.457167,0.448046,1
0.463532,0.597289,0.007361,0.068548,0.107527,0.174098,0.41391,0.525262,2
0.450096,0.574056,0.008268,0.072581,0.498208,0.363057,0.43257,0.525262,2
0.417466,0.515005,0.009196,0.181452,0.179211,0.29724,0.473282,0.439466,1
0.457774,0.570184,0.009307,0.205645,0.383513,0.322718,0.43257,0.514776,1
0.481766,0.583737,0.009815,0.092742,0.462366,0.384289,0.533503,0.514776,1
0.53167,0.622459,0.008422,0.205645,0.46595,0.426752,0.516539,0.57102,2
0.559501,0.679574,0.006212,0.254032,0.27957,0.322718,0.490246,0.600572,2
0.541267,0.627299,0.005924,0.270161,0.215054,0.235669,0.575912,0.544328,2
0.526871,0.603098,0.00798,0.346774,0.21147,0.426752,0.566582,0.50429,1
0.549904,0.637948,0.004863,0.25,0.781362,0.70276,0.533503,0.552908,2
0.409789,0.482091,0.008467,0.383065,0.275986,0.426752,0.43257,0.42898,1
0.448177,0.547919,0.006963,0.298387,0.544803,0.511677,0.396947,0.514776,2
0.408829,0.495644,0.005084,0.270161,0.483871,0.426752,0.42324,0.439466,2
0.387716,0.448209,0.007892,0.395161,0.351254,0.40552,0.457167,0.399428,1
0.526871,0.563408,0.006433,0.383065,0.462366,0.511677,0.625954,0.514776,1
0.476967,0.508228,0.006588,0.342742,0.544803,0.492569,0.585242,0.439466,1
0.3762,0.390126,0.009019,0.391129,0.390681,0.426752,0.457167,0.36225,1
0.295585,0.339787,0.010876,0.375,0.587814,0.426752,0.43257,0.267874,1
0.271593,0.319458,0.01207,0.395161,0.419355,0.384289,0.329941,0.305052,1
0.425144,0.510165,0.009439,0.237903,0.616487,0.511677,0.380831,0.50429,2
0.363724,0.479187,0.010412,0.100806,0.523297,0.426752,0.356234,0.381316,2
0.298464,0.39787,0.011495,0.16129,0.78853,0.511677,0.329941,0.36225,1
0.289827,0.376573,0.009263,0.254032,0.741935,0.532909,0.287532,0.343184,1
0.351248,0.442401,0.008356,0.330645,0.598566,0.426752,0.337574,0.418494,1
0.350288,0.428848,0.008865,0.322581,0.365591,0.322718,0.389313,0.372736,1
0.385797,0.46273,0.00714,0.415323,0.412186,0.426752,0.406277,0.42898,1
0.40595,0.510165,0.006345,0.217742,0.530466,0.426752,0.389313,0.476644,2
0.324376,0.415295,0.008511,0.157258,0.770609,0.598726,0.312977,0.372736,1
0.283109,0.36302,0.009351,0.346774,0.419355,0.384289,0.270568,0.343184,1
0.285988,0.330106,0.009307,0.350806,0.351254,0.363057,0.287532,0.324118,1
0.298464,0.366893,0.009351,0.403226,0.200717,0.2569,0.389313,0.29552,1
0.539347,0.579864,0.00577,0.455645,0.34767,0.2569,0.609839,0.544328,1
0.46929,0.568248,0.005814,0.387097,0.605735,0.598726,0.508906,0.49571,2
0.422265,0.485963,0.009528,0.471774,0.268817,0.363057,0.482612,0.42898,1
0.510557,0.570184,0.008467,0.455645,0.18638,0.511677,0.566582,0.485224,1
0.579655,0.613746,0.00756,0.447581,0.516129,0.55414,0.71162,0.544328,1
0.59405,0.666021,0.005018,0.205645,0.530466,0.426752,0.635284,0.611058,2
0.503839,0.636012,0.00535,0.141129,0.577061,0.426752,0.499576,0.544328,2
0.478887,0.529526,0.006499,0.370968,0.817204,0.511677,0.43257,0.544328,1
0.441459,0.476283,0.006632,0.387097,0.677419,0.532909,0.406277,0.50429,1
0.439539,0.50726,0.007118,0.395161,0.379928,0.322718,0.43257,0.485224,1
0.43666,0.524685,0.007428,0.33871,0.53405,0.426752,0.396947,0.49571,1
0.477927,0.543078,0.008555,0.387097,0.426523,0.322718,0.499576,0.533842,1
0.510557,0.555663,0.008511,0.495968,0.286738,0.322718,0.566582,0.485224,1
0.547985,0.570184,0.007958,0.387097,0.136201,0.14862,0.602205,0.49571,1
0.553743,0.634076,0.007428,0.318548,0.358423,0.322718,0.566582,0.590086,2
0.568138,0.693127,0.006035,0.181452,0.462366,0.426752,0.499576,0.648236,2
0.511516,0.586641,0.006079,0.362903,0.670251,0.511677,0.482612,0.544328,2
0.450096,0.577928,0.005151,0.177419,0.623656,0.426752,0.389313,0.525262,2
0.483685,0.596321,0.006079,0.225806,0.383513,0.322718,0.449534,0.544328,2
0.520154,0.60213,0.006698,0.28629,0.426523,0.511677,0.490246,0.57102,1
0.478887,0.571152,0.007096,0.274194,0.623656,0.511677,0.449534,0.525262,2
0.421305,0.536302,0.006168,0.205645,0.953405,0.721868,0.373198,0.49571,1
0.507678,0.56728,0.006477,0.375,0.706093,0.55414,0.549618,0.544328,1
0.542226,0.575992,0.005527,0.439516,0.387097,0.598726,0.558948,0.544328,1
0.484645,0.504356,0.007693,0.379032,0.727599,0.511677,0.499576,0.525262,1
0.454894,0.509197,0.009041,0.512097,0.405018,0.426752,0.482612,0.476644,1
0.556622,0.587609,0.007162,0.443548,0.469534,0.598726,0.652248,0.514776,1
0.631478,0.63698,0.005261,0.33871,0.408602,0.44586,0.625954,0.619638,1
0.553743,0.585673,0.008268,0.395161,0.397849,0.322718,0.558948,0.544328,1
0.56238,0.643756,0.008467,0.330645,0.494624,0.471338,0.541985,0.600572,2
0.566219,0.687318,0.00672,0.209677,0.426523,0.322718,0.490246,0.638704,2
0.492322,0.540174,0.009859,0.451613,0.602151,0.426752,0.499576,0.525262,1
0.571017,0.595353,0.009439,0.487903,0.394265,0.511677,0.635284,0.552908,1
0.635317,0.698935,0.007162,0.395161,0.369176,0.322718,0.625954,0.656816,2
0.571017,0.67667,0.007383,0.302419,0.577061,0.44586,0.525869,0.630124,2
0.571017,0.667957,0.009638,0.306452,0.283154,0.343949,0.541985,0.590086,1
0.711132,0.785092,0.007339,0.302419,0.594982,0.511677,0.762511,0.71592,2
0.772553,0.807357,0.006322,0.391129,0.34767,0.426752,0.795589,0.742612,1
0.807102,0.86544,0.004753,0.415323,0.455197,0.384289,0.778626,0.828408,2
0.733205,0.838335,0.004863,0.306452,0.55914,0.426752,0.661578,0.801716,2
0.724568,0.82091,0.005306,0.354839,0.605735,0.70276,0.70229,0.761678,2
0.738964,0.738625,0.007008,0.391129,0.602151,0.598726,0.737913,0.742612,2
0.745681,0.696999,0.00714,0.495968,0.304659,0.322718,0.737913,0.705434,1
0.721689,0.738625,0.007096,0.403226,0.566308,0.426752,0.694656,0.734032,1
0.646833,0.678606,0.007538,0.415323,0.390681,0.426752,0.642918,0.630124,1
0.571017,0.652469,0.009395,0.435484,0.541219,0.384289,0.541985,0.590086,1
0.606526,0.642788,0.01008,0.443548,0.236559,0.44586,0.635284,0.57102,1
0.685221,0.717328,0.008179,0.520161,0.261649,0.322718,0.70229,0.656816,1
0.720729,0.812197,0.006676,0.326613,0.250896,0.322718,0.686175,0.761678,2
0.646833,0.747338,0.00714,0.254032,0.584229,0.511677,0.602205,0.667302,2
0.633397,0.710552,0.008334,0.423387,0.154122,0.322718,0.635284,0.611058,1
0.671785,0.720232,0.008113,0.46371,0.150538,0.322718,0.686175,0.630124,1
0.738004,0.764763,0.007804,0.560484,0.548387,0.511677,0.737913,0.734032,1
0.731286,0.782188,0.008201,0.366935,0.505376,0.426752,0.754877,0.753098,2
0.778311,0.822846,0.008533,0.407258,0.53405,0.44586,0.762511,0.801716,2
0.755278,0.863504,0.008644,0.370968,0.247312,0.426752,0.728584,0.801716,2
0.758157,0.859632,0.007649,0.310484,0.34767,0.426752,0.70229,0.810296,2
0.769674,0.857696,0.007273,0.354839,0.37276,0.343949,0.71162,0.810296,2
0.742802,0.831559,0.006698,0.399194,0.283154,0.214437,0.71162,0.78265,2
0.765835,0.814134,0.007074,0.415323,0.197133,0.14862,0.754877,0.753098,1
0.738964,0.819942,0.006831,0.387097,0.318996,0.322718,0.737913,0.79123,2
0.714971,0.788964,0.007781,0.504032,0.46595,0.426752,0.678541,0.753098,2
0.701536,0.75605,0.008135,0.46371,0.236559,0.235669,0.70229,0.656816,1
0.753359,0.818006,0.00619,0.487903,0.46595,0.511677,0.737913,0.734032,1
0.735125,0.840271,0.005482,0.370968,0.268817,0.426752,0.71162,0.772164,2
0.696737,0.761859,0.006212,0.46371,0.487455,0.426752,0.669211,0.71592,1
0.704415,0.753146,0.007295,0.596774,0.433692,0.511677,0.686175,0.675882,1
0.716891,0.728945,0.007406,0.504032,0.240143,0.235669,0.719254,0.667302,1
0.783109,0.831559,0.006698,0.504032,0.275986,0.343949,0.754877,0.78265,2
0.806142,0.847047,0.007472,0.447581,0.354839,0.363057,0.778626,0.79123,1
0.837812,0.901258,0.006455,0.375,0.426523,0.363057,0.804919,0.828408,2
0.824376,0.911907,0.006345,0.399194,0.293907,0.426752,0.795589,0.85796,2
0.693858,0.821878,0.006941,0.21371,0.387097,0.322718,0.652248,0.7245,2
0.603647,0.680542,0.008776,0.403226,0.473118,0.426752,0.558948,0.648236,2
0.620921,0.68635,0.009638,0.435484,0.204301,0.14862,0.602205,0.630124,1
0.65643,0.726041,0.009417,0.46371,0.232975,0.235669,0.592875,0.696854,2
0.677543,0.785092,0.008157,0.346774,0.419355,0.322718,0.625954,0.742612,2
0.709213,0.822846,0.006146,0.209677,0.455197,0.426752,0.642918,0.772164,2
0.707294,0.812197,0.006632,0.258065,0.265233,0.29724,0.669211,0.761678,2
0.756238,0.809293,0.007693,0.362903,0.322581,0.322718,0.728584,0.761678,1
0.754319,0.797677,0.008334,0.423387,0.125448,0.14862,0.719254,0.761678,1
0.722649,0.809293,0.007472,0.383065,0.107527,0.129512,0.70229,0.742612,2
0.757198,0.812197,0.006986,0.375,0.143369,0.14862,0.737913,0.742612,1
0.785029,0.803485,0.00756,0.451613,0.111111,0.235669,0.762511,0.761678,1
0.787908,0.847047,0.007671,0.423387,0.275986,0.235669,0.745547,0.819828,2
0.788868,0.858664,0.006499,0.451613,0.268817,0.29724,0.754877,0.810296,2
0.772553,0.861568,0.005858,0.318548,0.060932,0.14862,0.754877,0.79123,2
0.833013,0.886738,0.00661,0.479839,0.18638,0.29724,0.804919,0.838894,1
0.823417,0.891578,0.006831,0.399194,0.304659,0.278132,0.778626,0.847474,2
0.805182,0.883833,0.00661,0.362903,0.290323,0.322718,0.795589,0.810296,2
0.733205,0.796709,0.00714,0.46371,0.336918,0.29724,0.70229,0.734032,2
0.721689,0.836399,0.006897,0.354839,0.25448,0.235669,0.661578,0.78265,2
0.758157,0.875121,0.006433,0.342742,0.25448,0.511677,0.71162,0.79123,2
0.788868,0.891578,0.006566,0.395161,0.272401,0.29724,0.728584,0.838894,2
0.735125,0.831559,0.007339,0.483871,0.268817,0.426752,0.71162,0.753098,2
0.832054,0.92062,0.007472,0.419355,0.519713,0.44586,0.804919,0.847474,2
0.803263,0.894482,0.006278,0.346774,0.322581,0.322718,0.787956,0.828408,2
0.846449,0.928364,0.005659,0.403226,0.275986,0.44586,0.814249,0.868446,2
0.739923,0.813166,0.007671,0.423387,0.354839,0.426752,0.754877,0.78265,2
0.730326,0.815102,0.007671,0.375,0.164875,0.322718,0.70229,0.753098,2
0.720729,0.798645,0.007428,0.491935,0.27957,0.322718,0.669211,0.734032,1
0.726488,0.805421,0.007759,0.427419,0.18638,0.235669,0.694656,0.71592,2
0.779271,0.868345,0.007361,0.451613,0.322581,0.363057,0.737913,0.810296,1
0.817658,0.919652,0.006057,0.443548,0.37276,0.384289,0.762511,0.828408,2
0.74952,0.817038,0.007516,0.596774,0.412186,0.322718,0.719254,0.753098,1
0.728407,0.827686,0.008312,0.366935,0.473118,0.426752,0.686175,0.78265,2
0.761996,0.872217,0.007693,0.33871,0.544803,0.426752,0.754877,0.79123,2
0.855086,0.948693,0.006566,0.294355,0.430108,0.322718,0.847328,0.868446,2
0.888676,0.953533,0.004974,0.423387,0.326165,0.322718,0.821883,0.905624,2
0.806142,0.876089,0.006477,0.427419,0.189964,0.14862,0.762511,0.801716,2
0.784069,0.867377,0.007383,0.435484,0.430108,0.573248,0.762511,0.801716,2
0.725528,0.837367,0.008157,0.306452,0.433692,0.363057,0.652248,0.78265,2
0.730326,0.848015,0.008666,0.209677,0.311828,0.195329,0.652248,0.801716,2
0.736084,0.831559,0.009174,0.290323,0.229391,0.14862,0.70229,0.772164,2
0.78215,0.8606,0.008798,0.395161,0.103943,0.195329,0.770992,0.761678,1
0.84453,0.921588,0.008002,0.46371,0.301075,0.363057,0.804919,0.847474,1
0.910749,0.984511,0.007428,0.383065,0.225806,0.235669,0.881255,0.92469,1
0.884837,0.950629,0.008069,0.407258,0.215054,0.29724,0.838846,0.877026,1
0.857965,0.940949,0.008224,0.439516,0.261649,0.511677,0.821883,0.85796,2
0.877159,0.959342,0.007804,0.455645,0.189964,0.235669,0.838846,0.877026,1
0.921305,0.979671,0.006654,0.487903,0.419355,0.426752,0.881255,0.93327,1
0.914587,0.981607,0.005681,0.41129,0.491039,0.384289,0.847328,0.954242,1
0.820537,0.880929,0.007936,0.395161,0.390681,0.29724,0.795589,0.828408,2
0.841651,0.891578,0.008776,0.370968,0.146953,0.195329,0.804919,0.85796,2
0.835893,0.893514,0.008599,0.366935,0.103943,0.174098,0.787956,0.828408,1
0.84261,0.897386,0.008069,0.366935,0.136201,0.195329,0.814249,0.828408,1
0.877159,0.921588,0.007759,0.366935,0.111111,0.235669,0.847328,0.877026,1
0.903071,0.96515,0.007472,0.491935,0.204301,0.2569,0.864292,0.896092,2
0.868522,0.913843,0.007826,0.455645,0.283154,0.235669,0.814249,0.868446,1
0.858925,0.932236,0.007892,0.33871,0.21147,0.235669,0.804919,0.877026,1
0.897313,0.961278,0.00756,0.314516,0.354839,0.322718,0.881255,0.914204,1
0.856046,0.899322,0.007914,0.443548,0.172043,0.195329,0.838846,0.819828,1
0.837812,0.907067,0.008135,0.439516,0.129032,0.29724,0.814249,0.828408,1
0.873321,0.932236,0.007074,0.467742,0.383513,0.363057,0.854962,0.887512,2
0.860845,0.897386,0.008047,0.383065,0.261649,0.278132,0.804919,0.877026,2
0.822457,0.852856,0.008754,0.46371,0.200717,0.278132,0.795589,0.810296,1
0.861804,0.897386,0.007406,0.564516,0.516129,0.363057,0.907549,0.847474,1
0.93666,0.95547,0.006543,0.491935,0.286738,0.322718,0.898219,0.92469,1
0.881958,0.92062,0.006588,0.41129,0.215054,0.322718,0.864292,0.868446,1
0.902111,0.926428,0.005814,0.415323,0.207885,0.174098,0.864292,0.868446,1
0.81286,0.867377,0.006853,0.447581,0.315412,0.598726,0.787956,0.828408,2
0.783109,0.867377,0.007715,0.354839,0.132616,0.511677,0.787956,0.78265,2
0.81382,0.884802,0.00829,0.366935,0.139785,0.174098,0.778626,0.828408,1
0.806142,0.857696,0.008865,0.423387,0.408602,0.384289,0.795589,0.801716,1
0.801344,0.870281,0.008179,0.395161,0.218638,0.426752,0.770992,0.801716,2
0.81286,0.90029,0.00787,0.423387,0.261649,0.235669,0.778626,0.810296,2
0.78023,0.858664,0.007649,0.379032,0.419355,0.511677,0.770992,0.78265,2
0.777351,0.848984,0.008224,0.366935,0.075269,0.14862,0.762511,0.772164,1
0.805182,0.86544,0.007715,0.41129,0.229391,0.29724,0.770992,0.819828,1
0.795585,0.843175,0.008312,0.403226,0.222222,0.322718,0.770992,0.78265,1
0.829175,0.876089,0.007958,0.439516,0.21147,0.14862,0.838846,0.838894,1
0.823417,0.913843,0.007162,0.383065,0.383513,0.384289,0.754877,0.85796,2
0.761996,0.809293,0.008644,0.487903,0.383513,0.322718,0.728584,0.761678,1
0.733205,0.787996,0.009417,0.419355,0.157706,0.14862,0.694656,0.7245,1
0.759117,0.827686,0.009196,0.403226,0.336918,0.322718,0.728584,0.801716,2
0.779271,0.879961,0.008113,0.326613,0.469534,0.322718,0.728584,0.819828,2
0.863724,0.938045,0.006742,0.407258,0.498208,0.426752,0.847328,0.877026,2
0.839731,0.9303,0.006875,0.350806,0.207885,0.235669,0.787956,0.85796,1
0.832054,0.90029,0.006123,0.403226,0.351254,0.384289,0.795589,0.828408,2
0.84261,0.907067,0.005924,0.491935,0.44086,0.471338,0.795589,0.85796,1
0.892514,0.96515,0.00577,0.403226,0.293907,0.174098,0.864292,0.905624,1
0.945298,0.966118,0.005615,0.423387,0.250896,0.384289,0.923664,0.93327,1
0.84357,0.945789,0.006367,0.330645,0.215054,0.322718,0.821883,0.887512,2
0.738004,0.821878,0.007759,0.350806,0.383513,0.343949,0.694656,0.78265,2
0.738004,0.828654,0.008157,0.375,0.243728,0.235669,0.686175,0.79123,2
0.761036,0.837367,0.008931,0.346774,0.182796,0.322718,0.686175,0.819828,2
0.725528,0.811229,0.008909,0.370968,0.265233,0.235669,0.661578,0.78265,2
0.729367,0.846079,0.008113,0.193548,0.18638,0.235669,0.661578,0.79123,2
0.733205,0.802517,0.008224,0.391129,0.182796,0.235669,0.71162,0.7245,1
0.723608,0.785092,0.009263,0.415323,0.064516,0.14862,0.70229,0.71592,1
0.770633,0.831559,0.008157,0.407258,0.37276,0.426752,0.719254,0.810296,1
0.78119,0.876089,0.005902,0.366935,0.401434,0.426752,0.70229,0.828408,2
0.743762,0.796709,0.005703,0.572581,0.21147,0.278132,0.770992,0.7245,1
0.816699,0.867377,0.004819,0.516129,0.537634,0.598726,0.838846,0.79123,1
